Conversation,SK,UserData,PK,CreatedAt,Feedback
"[{'from': 'user', 'text': 'importa el tamaño de mi predio?', 'timestamp': '2025-08-21T10:57:30Z'}, {'from': 'bot', 'text': 'Sí, el tamaño de su predio es importante por varias razones relacionadas con el catastro y la gestión predial en Bogotá. El área del terreno y de la construcción son características fundamentales que se tienen en cuenta en varios aspectos:\n\n1. Avalúo catastral: El tamaño del predio es uno de los factores que influyen en la determinación del valor catastral de su propiedad <a href=""https://www.catastrobogota.gov.co/recurso/censo-inmobiliario"" target=""_blank"" rel=""noopener"">[5]</a>.\n\n2. Impuesto predial: Como el avalúo catastral se utiliza para calcular el impuesto predial, el tamaño del predio indirectamente afecta el monto de este impuesto <a href=""https://www.catastrobogota.gov.co/recurso/censo-inmobiliario"" target=""_blank"" rel=""noopener"">[13]</a>.\n\n3. Censo Inmobiliario: Durante el proceso de actualización catastral, se verifican y miden las áreas de terreno y construcción de los predios para registrar cambios o nuevas edificaciones <a href=""https://www.catastrobogota.gov.co/recurso/censo-inmobiliario"" target=""_blank"" rel=""noopener"">[5]</a><a href=""https://www.catastrobogota.gov.co/recurso/censo-inmobiliario"" target=""_blank"" rel=""noopener"">[9]</a>.\n\n4. Trámites catastrales: En caso de que necesite realizar algún trámite catastral, como la actualización de datos físicos de su predio, el área del terreno y de la construcción son información relevante que se debe considerar <a href=""https://www.catastrobogota.gov.co/pregunta"" target=""_blank"" rel=""noopener"">[1]</a>.\n\n5. Planificación urbana: El tamaño de los predios es información importante para la planificación y el desarrollo urbano de la ciudad <a href=""https://www.catastrobogota.gov.co/recurso/censo-inmobiliario"" target=""_blank"" rel=""noopener"">[13]</a>.\n\nEs importante mantener actualizada la información sobre el tamaño de su predio en el registro catastral. Si ha realizado modificaciones que afecten el área de su propiedad, es recomendable que lo notifique a la Unidad Administrativa Especial de Catastro Distrital (UAECD) para mantener la información actualizada y precisa <a href=""https://www.catastrobogota.gov.co/pregunta"" target=""_blank"" rel=""noopener"">[1]</a>.', 'timestamp': '2025-08-21T10:57:30Z'}]",CONVERSATION#2025-08-21T15:57:30.936142,"{'nombre': 'Felipe', 'ciudad': 'Bogotá'}",USER#0e8f1b4e-6498-44a4-bb67-948c6b318e02,2025-08-21T15:57:30.936142,
"[{'from': 'user', 'text': 'para el desenglobe importa el tamaño de mi predio?', 'timestamp': '2025-08-21T10:59:47Z'}, {'from': 'bot', 'text': 'Para el trámite de desenglobe en Catastro Bogotá, el tamaño del predio puede ser relevante en algunos aspectos del proceso, aunque no se menciona explícitamente como un factor determinante en la información general del trámite. Sin embargo, hay algunas consideraciones importantes relacionadas con el tamaño del predio:\n\n1. Plano topográfico: Para predios con una extensión mayor a 500 m2, se requiere aportar el plano topográfico en medio magnético (formato DWG), ligado a las coordenadas cartesianas locales, Datum Magna Sirgas <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/avaluos-comerciales-urbanos-y-rurales"" target=""_blank"" rel=""noopener"">[11]</a>. Esto sugiere que el tamaño del predio puede afectar los requisitos documentales del trámite.\n\n2. Levantamiento topográfico: Independientemente del tamaño, se requiere un levantamiento topográfico del predio de acuerdo con las especificaciones técnicas establecidas por la UAECD <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-de-cabida-y-linderos-para-proyectos-de-ley-de-infraestructura"" target=""_blank"" rel=""noopener"">[8]</a>. Esto es crucial para determinar con precisión los nuevos linderos resultantes del desenglobe.\n\n3. Descripción detallada: Se necesita una identificación detallada del predio y sus colindantes, así como una descripción de linderos y área del predio y su relación con los colindantes <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-de-cabida-y-linderos-para-proyectos-de-ley-de-infraestructura"" target=""_blank"" rel=""noopener"">[8]</a>. El tamaño del predio podría influir en la complejidad de esta descripción.\n\n4. Normativa urbana: Aunque no se menciona explícitamente, es importante considerar que el tamaño resultante de los predios después del desenglobe debe cumplir con las normas urbanísticas vigentes en la zona, lo cual podría estar relacionado con el tamaño inicial del predio.\n\n5. Proceso general: El trámite de englobe o desenglobe en sí mismo no parece tener restricciones basadas en el tamaño del predio, ya que se describe como un ""Registro de las modificaciones que ocurran en los linderos de los predios ya sea por una acción de agregación (englobe) o segregación (desenglobe)""  <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/englobe-o-desenglobe-de-dos-o-mas-predios"" target=""_blank"" rel=""noopener"">[2]</a>.\n\nEs importante tener en cuenta que, aunque el tamaño del predio puede influir en algunos aspectos del proceso, el trámite de desenglobe está disponible para predios de diferentes dimensiones. Para obtener información más específica sobre cómo el tamaño de su predio particular puede afectar el trámite, le recomiendo consultar directamente con Catastro Bogotá a través de sus canales oficiales de atención o visitar su página web: www.catastrobogota.gov.co.', 'timestamp': '2025-08-21T10:59:47Z'}]",CONVERSATION#2025-08-21T15:59:47.496587,"{'nombre': 'Felipe', 'ciudad': 'Bogotá'}",USER#0e8f1b4e-6498-44a4-bb67-948c6b318e02,2025-08-21T15:59:47.496587,
,REGISTER#2025-08-21T15:54:26.656946,"{'nombre': 'Felipe', 'gerencia': 'Bogotá'}",USER#0e8f1b4e-6498-44a4-bb67-948c6b318e02,2025-08-21T15:54:26.656946,
,REGISTER#2025-08-19T19:43:41.280908,"{'nombre': 'Diego', 'gerencia': 'Bogota'}",USER#3ac4b713-d168-40cf-b6c9-69bbdc1ac100,2025-08-19T19:43:41.280908,
,REGISTER#2025-08-14T17:30:40.109810,"{'nombre': 'Daniel gamboa', 'gerencia': 'bogota'}",USER#7dd9af6a-12a6-476b-9e31-7fac5ab56556,2025-08-14T17:30:40.109810,
"[{'from': 'bot', 'text': 'Para responder a su pregunta sobre el costo de los planos de un inmueble, le puedo proporcionar información sobre algunos precios relacionados con planos y documentos catastrales, según la información disponible:\n\n1. Un Plano Temático Especial Impreso de 1.40 m x 1.90 m cuesta $69,100  .\n\n2. Un Plano Temático Especial Digital (PDF) en CD de 1.40 m x 1.90 m tiene un valor de $62,200  .\n\n3. Para un Plano Temático Especial Impreso de 0.8 x 0.9 m, el costo es de $45,800  .\n\n4. Un Plano Temático Especial Digital (PDF) en CD de 0.8 x 0.9 m cuesta $41,100  .\n\n5. Una Plancha de Bogotá D.C. a Escala 1:5.000 en formato Digital tiene un precio de $22,100  .\n\nEs importante tener en cuenta que estos precios corresponden a documentos y planos específicos proporcionados por el Catastro Distrital. Si necesita un plano particular de su inmueble o información más detallada, le recomiendo contactar directamente a la Unidad Administrativa Especial de Catastro Distrital (UAECD) para obtener información más precisa sobre el tipo de plano que necesita y su costo actualizado.', 'timestamp': '2025-08-05T08:55:41Z'}]",CONVERSATION#2025-08-05T13:55:41.419136,"{'nombre': 'Judy Pamela Ruiz', 'ciudad': 'bogotsa'}",USER#213f8b4d-ee17-4e64-a577-648fca591023,2025-08-05T13:55:41.419136,
,REGISTER#2025-08-05T13:54:57.260500,"{'nombre': 'Judy Pamela Ruiz', 'gerencia': 'bogotsa'}",USER#213f8b4d-ee17-4e64-a577-648fca591023,2025-08-05T13:54:57.260500,
,REGISTER#2025-08-21T20:24:44.679005,"{'nombre': 'Isaías Alberto Figueroa', 'gerencia': 'Bogotá'}",USER#d4809f7a-68fa-481d-9968-aa656401ceee,2025-08-21T20:24:44.679005,
,REGISTER#2025-08-05T17:24:26.414839,"{'nombre': 'da', 'gerencia': 'b'}",USER#db8b238d-d809-48b3-a808-a735ef76cbda,2025-08-05T17:24:26.414839,
,REGISTER#2025-08-06T16:11:34.677633,"{'nombre': 'Marcelo', 'gerencia': 'bogotá'}",USER#cbaa847b-ea57-418c-9135-c7d831d68fd8,2025-08-06T16:11:34.677633,
,REGISTER#2025-08-06T00:25:51.800235,"{'nombre': 'Tulia Estevez', 'gerencia': 'Bogota D.C'}",USER#c5e25846-9977-41bf-a85a-0a8c0e53e99c,2025-08-06T00:25:51.800235,
,REGISTER#2025-08-14T15:08:24.634089,"{'nombre': 'Luis ortiz', 'gerencia': 'Bogota'}",USER#17ff0cca-b3ba-4c25-aef9-e7a0b0cf3b1d,2025-08-14T15:08:24.634089,
,REGISTER#2025-08-08T13:46:32.191389,"{'nombre': 'roger', 'gerencia': 'Bogotá'}",USER#b315a410-f530-4d71-ae41-6e1386f06da0,2025-08-08T13:46:32.191389,
"[{'from': 'user', 'text': '¿Cómo consulto el avalúo catastral de mi propiedad?', 'timestamp': '2025-08-15T12:15:50Z'}, {'from': 'bot', 'text': 'Para consultar el avalúo catastral de tu propiedad en Bogotá, tienes varias opciones:\n\n1. Certificado Catastral en línea:\n   - Ingresa a la página web de Catastro Bogotá (www.catastrobogota.gov.co)\n   - Ve a la sección ""Trámites y Servicios"" y selecciona ""Certificado Catastral""\n   - Este certificado incluye el avalúo catastral vigente de tu propiedad <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[4]</a>\n\n2. Catastro en Línea:\n   - Accede a la plataforma Catastro en Línea (https://catastroenlinea.catastrobogota.gov.co/cel)\n   - Regístrate o inicia sesión si ya tienes una cuenta\n   - Busca tu predio utilizando el número de CHIP, matrícula inmobiliaria o dirección\n   - Podrás ver la información catastral, incluyendo el avalúo <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[4]</a>\n\n3. Solicitud presencial:\n   - Acude a un punto de atención SuperCADE o CADE\n   - Lleva tu documento de identidad y el número de matrícula inmobiliaria o dirección exacta del predio\n   - Solicita un certificado catastral, que incluirá el avalúo vigente <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[4]</a>\n\nEs importante mencionar que el certificado catastral es un trámite en línea que no genera pago y su obtención es inmediata  . Si necesitas una revisión del avalúo catastral, puedes solicitar este trámite específico, que tiene una duración de 3 meses  .\n\nRecuerda que el avalúo catastral se actualiza periódicamente, por lo que es recomendable consultar esta información regularmente. Para obtener más detalles sobre estos y otros trámites relacionados con el avalúo catastral, te invito a visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co', 'timestamp': '2025-08-15T12:15:50Z'}]",CONVERSATION#2025-08-15T17:15:50.581789,"{'nombre': 'Santiago', 'ciudad': 'Bogotá'}",USER#e50dd527-4fc0-4ee2-a39a-e0e9896180d1,2025-08-15T17:15:50.581789,
"[{'from': 'user', 'text': '¿Qué trámites puedo hacer virtualmente en el Catastro?', 'timestamp': '2025-08-15T12:20:30Z'}, {'from': 'bot', 'text': 'Catastro Bogotá ofrece varios trámites que puedes realizar virtualmente a través de su plataforma Catastro en Línea. Aquí te presento algunos de los principales trámites disponibles:\n\n1. Certificado Catastral: Puedes solicitar y descargar certificados catastrales de manera inmediata y sin costo   .\n\n2. Cambio de propietario: Actualización del nombre y documento del propietario de un predio o mejora en las bases catastrales  .\n\n3. Certificado de vivienda: Puedes obtener este certificado de forma gratuita  .\n\n4. Consulta de CHIP (Código Homologado de Identificación Predial): Permite obtener el CHIP de un predio  .\n\n5. Validación de certificaciones: Puedes verificar la autenticidad de certificaciones expedidas por Catastro Bogotá  .\n\n6. Reporte de cambios en predios: Puedes informar sobre modificaciones que identifiques en algún predio de Bogotá  .\n\n7. Consulta del estado de trámites: Permite hacer seguimiento a solicitudes en curso  .\n\n8. Compra de productos cartográficos: A través de la Tienda Virtual, puedes adquirir manzanas catastrales y otros productos cartográficos  <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/planos-topograficos"" target=""_blank"" rel=""noopener"">[17]</a>.\n\nPara acceder a estos servicios, debes registrarte en la plataforma de Catastro en Línea (https://catastroenlinea.catastrobogota.gov.co/cel). Al iniciar sesión por primera vez, ten a mano la información de tus predios, como dirección, matrícula inmobiliaria, CHIP y datos de la escritura  .\n\nEs importante mencionar que algunos de estos trámites no requieren registro previo, como la consulta del estado de un trámite o la obtención del CHIP de un predio  .\n\nPara obtener información más detallada sobre estos y otros trámites disponibles, así como los requisitos específicos para cada uno, te recomiendo visitar la página web oficial de Catastro Bogotá: www.catastrobogota.gov.co', 'timestamp': '2025-08-15T12:20:30Z'}]",CONVERSATION#2025-08-15T17:20:30.905668,"{'nombre': 'Santiago', 'ciudad': 'Bogotá'}",USER#e50dd527-4fc0-4ee2-a39a-e0e9896180d1,2025-08-15T17:20:30.905668,
"[{'from': 'user', 'text': '¿Cuál es el costo de un certificado de tradición y libertad?', 'timestamp': '2025-08-15T12:22:54Z'}, {'from': 'bot', 'text': 'Lo siento, pero debo aclarar que el certificado de tradición y libertad no es un documento que emita o gestione Catastro Bogotá. Este certificado es expedido por la Superintendencia de Notariado y Registro, no por la Unidad Administrativa Especial de Catastro Distrital (UAECD).\n\nCatastro Bogotá se encarga de otros tipos de certificados y trámites relacionados con la información catastral de los predios en Bogotá. Entre los certificados que sí ofrece Catastro Bogotá están:\n\n1. Certificado Catastral\n2. Certificado de Inscripción Catastral\n3. Certificaciones catastrales de registros alfanuméricos\n\nEstos certificados catastrales generalmente se pueden obtener de forma gratuita a través de la plataforma en línea de Catastro Bogotá <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[6]</a><a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[12]</a>.\n\nSi necesitas información sobre trámites y servicios específicos de Catastro Bogotá, como certificados catastrales, actualizaciones de datos prediales o consultas de avalúos, estaré encantado de ayudarte. Para obtener más información sobre los servicios ofrecidos por Catastro Bogotá, te invito a visitar su página web oficial: www.catastrobogota.gov.co', 'timestamp': '2025-08-15T12:22:54Z'}]",CONVERSATION#2025-08-15T17:22:54.491862,"{'nombre': 'Santiago', 'ciudad': 'Bogotá'}",USER#e50dd527-4fc0-4ee2-a39a-e0e9896180d1,2025-08-15T17:22:54.491862,
"[{'from': 'user', 'text': '¿Cómo actualizar los datos de mi propiedad si cambié su estructura?', 'timestamp': '2025-08-15T12:24:23Z'}, {'from': 'bot', 'text': 'Para actualizar los datos de tu propiedad en Catastro Bogotá después de realizar cambios en su estructura, debes seguir el trámite de ""Incorporación de obras físicas en los predios"". Este proceso permite registrar las modificaciones en las edificaciones de tu predio. Aquí te explico cómo hacerlo:\n\n1. Trámite a realizar:\n   El trámite se llama ""Incorporación de obras físicas en los predios sometidos o no sometidos al régimen de propiedad horizontal"" <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/incorporacion-de-obras-fisicas-en-los-predios-sometidos-o-no-sometidos-al"" target=""_blank"" rel=""noopener"">[9]</a> .\n\n2. Descripción del trámite:\n   Este proceso permite la inscripción o cancelación en las bases de datos catastrales de las edificaciones (total o parcial) de un predio, producto de nuevas construcciones, demoliciones o cambios en el destino económico de los predios <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/incorporacion-de-obras-fisicas-en-los-predios-sometidos-o-no-sometidos-al"" target=""_blank"" rel=""noopener"">[9]</a> .\n\n3. Modalidad del trámite:\n   Es un trámite semipresencial, lo que significa que parte del proceso se puede realizar en línea y otra parte de manera presencial  .\n\n4. Costo:\n   Este trámite no genera ningún costo para el ciudadano  .\n\n5. Duración:\n   El tiempo estimado para la resolución de este trámite es de 15 días hábiles  .\n\n6. Pasos a seguir:\n   a) Ingresa a la plataforma de Catastro en Línea (https://catastroenlinea.catastrobogota.gov.co/cel)\n   b) Inicia sesión con tu usuario o regístrate si aún no tienes una cuenta\n   c) Selecciona la opción ""Incorporación de obras físicas""\n   d) Completa el formulario con los datos actualizados de tu propiedad\n   e) Adjunta los documentos requeridos (como planos, licencia de construcción, etc.)\n   f) Envía la solicitud\n   g) Espera la respuesta de Catastro Bogotá, que podría incluir una visita técnica al predio\n\nEs importante tener en cuenta que Catastro Bogotá podría requerir una inspección física de la propiedad para verificar los cambios reportados.\n\nPara obtener información más detallada sobre los requisitos específicos y documentos necesarios para este trámite, te recomiendo visitar la página web oficial de Catastro Bogotá: www.catastrobogota.gov.co o contactar directamente con la entidad para recibir orientación personalizada.', 'timestamp': '2025-08-15T12:24:23Z'}]",CONVERSATION#2025-08-15T17:24:24.489976,"{'nombre': 'Santiago', 'ciudad': 'Bogotá'}",USER#e50dd527-4fc0-4ee2-a39a-e0e9896180d1,2025-08-15T17:24:24.489976,
